relationship_id,person_id_a,person_id_b,relationship_type,case_id
REL01233,P00570,P00748,employer,CASE0103
REL01234,P00327,P00162,facilitator,CASE0161
REL01235,P00089,P01584,business_partner,CASE0041
REL01236,P00062,P01099,tenant,CASE0031
REL01237,P00052,P01765,employer,CASE0151
REL01238,P00941,P00199,family,CASE0141
REL01239,P01117,P01961,family,CASE0174
REL01240,P01775,P01584,business_partner,CASE0058
REL01241,P00728,P01210,associate,CASE0179
REL01242,P00190,P00055,facilitator,CASE0033
REL01243,P01828,P00467,business_partner,CASE0113
REL01244,P01150,P01709,associate,CASE0072
REL01245,P01207,P01775,family,CASE0171
REL01246,P01437,P00094,family,CASE0050
REL01247,P01302,P01355,associate,CASE0167
REL01248,P00452,P01430,facilitator,CASE0056
REL01249,P01131,P00256,tenant,CASE0154
REL01250,P01355,P00207,tenant,CASE0126
REL01251,P00866,P00502,family,CASE0222
REL01252,P00319,P01584,associate,CASE0220
REL01253,P00094,P01310,facilitator,CASE0023
REL01254,P01781,P00570,business_partner,CASE0012
REL01255,P01467,P00452,associate,CASE0106
REL01256,P01430,P01699,business_partner,CASE0140
REL01257,P00394,P01210,family,CASE0171
REL01258,P00179,P00542,tenant,CASE0074
REL01259,P00865,P00477,business_partner,CASE0102
REL01260,P00394,P01131,employer,CASE0024
REL01261,P00542,P01993,family,CASE0090
REL01262,P00690,P01961,employer,CASE0175
REL01263,P00502,P00467,associate,CASE0127
REL01264,P00229,P01207,facilitator,CASE0055
REL01265,P00162,P00256,facilitator,CASE0202
REL01266,P00741,P01099,tenant,CASE0221
REL01267,P01993,P00865,employer,CASE0025
REL01268,P01765,P00593,employer,CASE0229
REL01269,P01495,P00759,employer,CASE0029
REL01270,P00542,P00334,facilitator,CASE0101
REL01271,P00941,P01564,facilitator,CASE0163
REL01272,P01564,P00143,business_partner,CASE0059
REL01273,P00430,P01828,tenant,CASE0044
REL01274,P01775,P00052,family,CASE0057
REL01275,P01775,P00014,associate,CASE0154
REL01276,P01331,P01467,tenant,CASE0158
REL01277,P00448,P01443,employer,CASE0204
REL01278,P00207,P00736,employer,CASE0080
REL01279,P00601,P00458,facilitator,CASE0068
REL01280,P00229,P01373,tenant,CASE0025
REL01281,P01564,P01993,associate,CASE0131
REL01282,P00697,P00920,facilitator,CASE0175
REL01283,P00408,P01438,tenant,CASE0180
REL01284,P01781,P01584,family,CASE0004
REL01285,P00207,P00094,employer,CASE0033
REL01286,P00394,P01651,tenant,CASE0120
REL01287,P00207,P01828,associate,CASE0106
REL01288,P00593,P01310,tenant,CASE0168
REL01289,P01919,P01233,tenant,CASE0174
REL01290,P01495,P01331,family,CASE0058
REL01291,P01564,P01233,family,CASE0198
REL01292,P00408,P00062,family,CASE0092
REL01293,P00448,P00736,family,CASE0158
REL01294,P00941,P00705,facilitator,CASE0233
REL01295,P00593,P00014,family,CASE0179
REL01296,P01183,P01331,employer,CASE0211
REL01297,P00736,P01699,employer,CASE0011
REL01298,P01237,P00570,associate,CASE0108
REL01299,P01331,P01302,associate,CASE0162
REL01300,P00164,P00467,business_partner,CASE0105
REL01301,P01430,P01302,business_partner,CASE0023
REL01302,P01517,P01919,tenant,CASE0208
REL01303,P00741,P00779,family,CASE0136
REL01304,P01437,P00467,associate,CASE0173
REL01305,P01584,P01233,business_partner,CASE0164
REL01306,P00143,P01519,associate,CASE0217
REL01307,P01814,P01438,business_partner,CASE0105
REL01308,P01519,P00179,business_partner,CASE0144
REL01309,P01331,P00055,facilitator,CASE0020
REL01310,P01443,P00452,tenant,CASE0071
REL01311,P00441,P00601,tenant,CASE0062
REL01312,P01310,P01828,facilitator,CASE0123
REL01313,P00179,P00467,business_partner,CASE0077
REL01314,P00477,P01430,associate,CASE0088
REL01315,P01651,P01993,tenant,CASE0055
REL01316,P01564,P00929,employer,CASE0091
REL01317,P00467,P00759,tenant,CASE0068
REL01318,P01099,P00697,business_partner,CASE0123
REL01319,P00759,P00408,facilitator,CASE0110
REL01320,P01775,P00327,associate,CASE0222
REL01321,P01889,P01555,facilitator,CASE0050
REL01322,P00452,P01919,tenant,CASE0172
REL01323,P01210,P01889,tenant,CASE0104
REL01324,P00014,P00286,associate,CASE0079
REL01325,P00207,P00728,business_partner,CASE0165
REL01326,P01310,P00502,associate,CASE0029
REL01327,P01653,P01467,associate,CASE0179
REL01328,P00929,P00601,employer,CASE0058
REL01329,P00210,P00408,associate,CASE0190
REL01330,P00319,P01331,family,CASE0168
REL01331,P00458,P01775,associate,CASE0001
REL01332,P01752,P01509,associate,CASE0166
REL01333,P00866,P01443,family,CASE0151
REL01334,P00705,P00207,family,CASE0237
REL01335,P01555,P00564,facilitator,CASE0167
REL01336,P01509,P00052,tenant,CASE0046
REL01337,P01555,P01658,associate,CASE0134
REL01338,P01495,P01993,associate,CASE0016
REL01339,P01653,P00062,tenant,CASE0018
REL01340,P00502,P01961,family,CASE0096
REL01341,P00430,P00164,associate,CASE0039
REL01342,P01443,P01775,associate,CASE0178
REL01343,P00542,P01183,facilitator,CASE0044
REL01344,P01993,P01183,facilitator,CASE0004
REL01345,P00052,P00477,facilitator,CASE0168
REL01346,P00199,P01889,tenant,CASE0092
REL01347,P00164,P00430,family,CASE0094
REL01348,P01653,P00062,business_partner,CASE0062
REL01349,P00062,P00458,business_partner,CASE0104
REL01350,P00741,P01288,business_partner,CASE0094
REL01351,P00776,P01828,associate,CASE0195
REL01352,P00394,P00593,family,CASE0188
REL01353,P01099,P00066,business_partner,CASE0027
REL01354,P00199,P00066,family,CASE0114
REL01355,P01653,P00542,associate,CASE0144
REL01356,P01035,P01993,associate,CASE0205
REL01357,P01961,P00094,business_partner,CASE0163
REL01358,P00728,P00210,family,CASE0100
REL01359,P01752,P01035,business_partner,CASE0153
REL01360,P01210,P01386,facilitator,CASE0070
REL01361,P00690,P01658,family,CASE0124
REL01362,P01775,P00865,associate,CASE0010
REL01363,P01438,P01993,family,CASE0094
REL01364,P01993,P01430,business_partner,CASE0074
REL01365,P00779,P00327,tenant,CASE0207
REL01366,P01117,P01443,facilitator,CASE0164
REL01367,P00199,P00564,tenant,CASE0133
REL01368,P00164,P01651,facilitator,CASE0226
REL01369,P01814,P00448,business_partner,CASE0201
REL01370,P00192,P00779,employer,CASE0186
REL01371,P01443,P00192,tenant,CASE0224
REL01372,P00256,P01443,associate,CASE0045
REL01373,P01035,P01386,business_partner,CASE0126
REL01374,P01736,P00207,employer,CASE0162
REL01375,P01233,P00199,associate,CASE0010
REL01376,P00089,P01131,tenant,CASE0144
REL01377,P00759,P00164,tenant,CASE0046
REL01378,P01961,P01564,associate,CASE0138
REL01379,P00143,P00564,family,CASE0149
REL01380,P01443,P01099,tenant,CASE0041
REL01381,P01519,P01233,associate,CASE0115
REL01382,P01099,P01438,family,CASE0066
REL01383,P00452,P00207,employer,CASE0095
REL01384,P00286,P00458,associate,CASE0052
REL01385,P01781,P00779,facilitator,CASE0040
REL01386,P00941,P01736,associate,CASE0048
REL01387,P00570,P01267,employer,CASE0156
REL01388,P00860,P00929,family,CASE0170
REL01389,P00748,P01237,family,CASE0194
REL01390,P00697,P01993,facilitator,CASE0108
REL01391,P00286,P00467,family,CASE0201
REL01392,P01658,P01828,associate,CASE0102
REL01393,P01310,P00334,business_partner,CASE0236
REL01394,P01961,P00192,tenant,CASE0113
REL01395,P00736,P00502,family,CASE0225
REL01396,P00256,P01386,business_partner,CASE0009
REL01397,P01438,P00458,tenant,CASE0186
REL01398,P00542,P00286,family,CASE0094
REL01399,P00062,P00448,family,CASE0049
REL01400,P01035,P00728,employer,CASE0071
REL01401,P00190,P01355,associate,CASE0099
REL01402,P00319,P00448,associate,CASE0237
REL01403,P01467,P00334,employer,CASE0011
REL01404,P01237,P01288,facilitator,CASE0213
REL01405,P01658,P01584,employer,CASE0137
REL01406,P01467,P00179,associate,CASE0200
REL01407,P01699,P00052,tenant,CASE0202
REL01408,P01183,P00327,tenant,CASE0195
REL01409,P00408,P00542,family,CASE0149
REL01410,P01437,P01438,facilitator,CASE0013
REL01411,P00860,P00441,facilitator,CASE0206
REL01412,P01437,P00941,employer,CASE0116
REL01413,P00458,P01467,family,CASE0202
REL01414,P01584,P00458,facilitator,CASE0240
REL01415,P00408,P01555,business_partner,CASE0031
REL01416,P00210,P00334,employer,CASE0200
REL01417,P01267,P01658,family,CASE0062
REL01418,P00190,P01117,facilitator,CASE0073
REL01419,P00467,P00089,associate,CASE0125
REL01420,P00164,P01430,tenant,CASE0221
REL01421,P01775,P00162,associate,CASE0105
REL01422,P00728,P00162,facilitator,CASE0179
REL01423,P01207,P01781,business_partner,CASE0088
REL01424,P01373,P00089,tenant,CASE0201
REL01425,P01495,P01207,business_partner,CASE0223
REL01426,P00179,P01035,business_partner,CASE0190
REL01427,P01509,P00394,employer,CASE0059
REL01428,P00062,P00741,business_partner,CASE0150
REL01429,P00448,P00207,tenant,CASE0074
REL01430,P00229,P00929,associate,CASE0163
REL01431,P00286,P00199,tenant,CASE0025
REL01432,P01775,P00394,tenant,CASE0151
REL01433,P00776,P01584,employer,CASE0221
REL01434,P01288,P00759,tenant,CASE0158
REL01435,P00014,P00066,facilitator,CASE0020
REL01436,P00941,P01131,tenant,CASE0005
REL01437,P01117,P00448,tenant,CASE0087
REL01438,P00920,P01555,family,CASE0058
REL01439,P01889,P01961,tenant,CASE0025
REL01440,P01993,P00334,employer,CASE0194
REL01441,P01699,P01237,tenant,CASE0069
REL01442,P00094,P00207,employer,CASE0197
REL01443,P01814,P01386,tenant,CASE0179
REL01444,P01509,P01210,family,CASE0176
REL01445,P01993,P01131,business_partner,CASE0138
REL01446,P00759,P00860,associate,CASE0057
REL01447,P00865,P00327,employer,CASE0046
REL01448,P01386,P01117,family,CASE0076
REL01449,P00593,P01355,employer,CASE0101
REL01450,P00229,P00190,tenant,CASE0233
REL01451,P01658,P01302,family,CASE0198
REL01452,P00164,P00179,facilitator,CASE0039
REL01453,P00192,P01237,tenant,CASE0087
REL01454,P01443,P01765,associate,CASE0171
REL01455,P01736,P00192,family,CASE0217
REL01456,P00920,P01651,associate,CASE0038
REL01457,P00705,P00452,family,CASE0204
REL01458,P00564,P01373,business_partner,CASE0005
REL01459,P00748,P01438,tenant,CASE0220
REL01460,P00210,P00542,employer,CASE0228
REL01461,P00062,P01443,family,CASE0191
REL01462,P00866,P00779,associate,CASE0097
REL01463,P00570,P01961,tenant,CASE0210
REL01464,P00319,P00441,facilitator,CASE0127
REL01465,P01495,P00860,associate,CASE0222
REL01466,P01709,P00458,business_partner,CASE0126
REL01467,P01302,P00408,employer,CASE0189
REL01468,P00179,P01709,tenant,CASE0050
REL01469,P00327,P01437,business_partner,CASE0021
REL01470,P00164,P00190,facilitator,CASE0198
REL01471,P01814,P00929,tenant,CASE0109
REL01472,P00865,P01555,tenant,CASE0135
REL01473,P01775,P01495,associate,CASE0145
REL01474,P00697,P01467,business_partner,CASE0204
REL01475,P01752,P00164,employer,CASE0131
REL01476,P01781,P00094,business_partner,CASE0006
REL01477,P00748,P00089,facilitator,CASE0157
REL01478,P00334,P01752,family,CASE0126
REL01479,P01131,P00334,tenant,CASE0101
REL01480,P01099,P00502,business_partner,CASE0091
REL01481,P01555,P00467,associate,CASE0003
REL01482,P00570,P01237,associate,CASE0057
REL01483,P00210,P01765,tenant,CASE0073
REL01484,P01709,P00199,employer,CASE0078
REL01485,P01775,P00564,business_partner,CASE0050
REL01486,P00467,P00728,tenant,CASE0211
REL01487,P01961,P00690,family,CASE0078
REL01488,P01099,P01117,facilitator,CASE0015
REL01489,P01373,P00570,facilitator,CASE0081
REL01490,P00052,P00570,family,CASE0125
REL01491,P00441,P01210,associate,CASE0169
REL01492,P00229,P00728,employer,CASE0220
REL01493,P01437,P01775,tenant,CASE0022
REL01494,P00192,P00052,facilitator,CASE0065
REL01495,P01207,P01555,business_partner,CASE0208
REL01496,P01331,P00741,family,CASE0197
REL01497,P00199,P01288,family,CASE0078
REL01498,P01736,P00941,facilitator,CASE0212
REL01499,P01207,P00143,associate,CASE0118
REL01500,P01267,P01386,associate,CASE0060
REL01501,P00759,P01519,business_partner,CASE0056
REL01502,P00256,P00179,tenant,CASE0219
REL01503,P01961,P00164,family,CASE0108
REL01504,P00601,P00207,business_partner,CASE0012
REL01505,P01150,P01509,business_partner,CASE0105
REL01506,P01233,P01919,business_partner,CASE0163
REL01507,P01555,P01183,employer,CASE0146
REL01508,P01993,P00162,facilitator,CASE0046
REL01509,P00089,P00199,family,CASE0223
REL01510,P00736,P01288,family,CASE0075
REL01511,P00327,P00286,tenant,CASE0131
REL01512,P00286,P00860,facilitator,CASE0153
REL01513,P00929,P00192,tenant,CASE0168
REL01514,P00728,P01519,family,CASE0086
REL01515,P00542,P00779,tenant,CASE0113
REL01516,P00256,P01267,associate,CASE0050
REL01517,P01099,P00229,family,CASE0113
REL01518,P01035,P01183,tenant,CASE0044
REL01519,P01131,P01765,tenant,CASE0012
REL01520,P01653,P00741,business_partner,CASE0019
REL01521,P00452,P00430,associate,CASE0113
REL01522,P01443,P01814,business_partner,CASE0192
REL01523,P01035,P00319,family,CASE0208
REL01524,P01310,P00477,facilitator,CASE0105
REL01525,P01519,P00448,employer,CASE0148
REL01526,P00014,P00741,associate,CASE0125
REL01527,P00458,P00162,business_partner,CASE0070
REL01528,P01814,P00192,family,CASE0007
REL01529,P00601,P01117,business_partner,CASE0104
REL01530,P00502,P01467,business_partner,CASE0047
REL01531,P00542,P00920,facilitator,CASE0167
REL01532,P00865,P00430,facilitator,CASE0037
REL01533,P00179,P01961,employer,CASE0006
REL01534,P00448,P01267,associate,CASE0133
REL01535,P00014,P01131,family,CASE0206
REL01536,P00866,P01564,facilitator,CASE0225
REL01537,P00728,P00192,associate,CASE0230
REL01538,P00448,P00441,family,CASE0118
REL01539,P00564,P00547,tenant,CASE0121
REL01540,P01555,P00779,associate,CASE0031
REL01541,P00697,P01310,family,CASE0193
REL01542,P00190,P01828,tenant,CASE0137
REL01543,P00089,P01736,tenant,CASE0113
REL01544,P01509,P00066,facilitator,CASE0018
REL01545,P00564,P00502,employer,CASE0064
REL01546,P01781,P01961,business_partner,CASE0116
REL01547,P00564,P00052,associate,CASE0234
REL01548,P01555,P00192,family,CASE0040
REL01549,P01035,P00458,family,CASE0204
REL01550,P01653,P00094,associate,CASE0193
REL01551,P00164,P01495,facilitator,CASE0043
REL01552,P01443,P01814,facilitator,CASE0144
REL01553,P01310,P00089,tenant,CASE0220
REL01554,P00286,P01373,tenant,CASE0177
REL01555,P00229,P00066,associate,CASE0092
REL01556,P00736,P00062,tenant,CASE0091
REL01557,P00866,P01509,associate,CASE0129
REL01558,P01117,P01736,facilitator,CASE0095
REL01559,P01919,P01509,facilitator,CASE0216
REL01560,P00547,P00860,family,CASE0107
REL01561,P00164,P00452,family,CASE0039
REL01562,P00199,P01099,tenant,CASE0047
REL01563,P01331,P00052,facilitator,CASE0144
REL01564,P00179,P00860,family,CASE0025
REL01565,P01207,P00477,facilitator,CASE0005
REL01566,P00014,P00327,employer,CASE0018
REL01567,P00477,P00593,employer,CASE0033
REL01568,P01781,P00736,family,CASE0138
REL01569,P00570,P00593,family,CASE0111
REL01570,P01099,P00736,family,CASE0192
REL01571,P00143,P00542,associate,CASE0002
REL01572,P01889,P00394,employer,CASE0226
REL01573,P01302,P00055,family,CASE0064
REL01574,P00066,P01555,employer,CASE0194
REL01575,P00860,P01775,tenant,CASE0091
REL01576,P00089,P00055,tenant,CASE0120
REL01577,P00334,P01765,family,CASE0053
REL01578,P01709,P01430,business_partner,CASE0027
REL01579,P01207,P01331,facilitator,CASE0166
REL01580,P01386,P00055,facilitator,CASE0017
REL01581,P00547,P00448,associate,CASE0045
REL01582,P01709,P00319,family,CASE0211
REL01583,P01331,P01267,associate,CASE0155
REL01584,P01373,P00229,employer,CASE0073
REL01585,P01752,P00229,business_partner,CASE0135
REL01586,P00319,P01035,family,CASE0072
REL01587,P00570,P01651,tenant,CASE0101
REL01588,P00430,P01467,facilitator,CASE0131
REL01589,P01752,P01765,employer,CASE0121
REL01590,P01765,P00192,business_partner,CASE0097
REL01591,P00736,P00210,associate,CASE0196
REL01592,P00089,P00210,tenant,CASE0001
REL01593,P01961,P01781,family,CASE0081
REL01594,P01035,P01207,facilitator,CASE0186
REL01595,P01814,P00319,associate,CASE0085
REL01596,P00408,P00570,associate,CASE0148
REL01597,P00458,P01752,tenant,CASE0061
REL01598,P00759,P00256,employer,CASE0220
REL01599,P00705,P00920,associate,CASE0116
REL01600,P00179,P01651,family,CASE0147
REL01601,P01150,P01699,tenant,CASE0178
REL01602,P00860,P01233,family,CASE0194
REL01603,P01183,P01131,associate,CASE0240
REL01604,P00564,P00179,family,CASE0225
REL01605,P00728,P00920,family,CASE0196
REL01606,P00547,P01288,employer,CASE0201
REL01607,P01302,P00164,tenant,CASE0156
REL01608,P00441,P00759,employer,CASE0227
REL01609,P00334,P00759,employer,CASE0170
REL01610,P00502,P01233,associate,CASE0012
REL01611,P01267,P00319,business_partner,CASE0031
REL01612,P00327,P00430,tenant,CASE0204
REL01613,P00162,P01828,tenant,CASE0101
REL01614,P00408,P01035,facilitator,CASE0052
REL01615,P01584,P00467,employer,CASE0090
REL01616,P01993,P01775,family,CASE0174
REL01617,P01302,P01993,business_partner,CASE0125
REL01618,P01183,P01131,family,CASE0062
REL01619,P01584,P00865,family,CASE0054
REL01620,P00593,P00394,facilitator,CASE0090
REL01621,P01651,P01961,family,CASE0138
REL01622,P01467,P01035,employer,CASE0190
REL01623,P00014,P00920,business_partner,CASE0116
REL01624,P01781,P00741,family,CASE0040
REL01625,P00748,P01699,business_partner,CASE0215
REL01626,P01961,P01150,family,CASE0143
REL01627,P00229,P00593,associate,CASE0211
REL01628,P01131,P01443,facilitator,CASE0050
REL01629,P00860,P00736,family,CASE0196
REL01630,P01267,P01467,tenant,CASE0130
REL01631,P01355,P01736,business_partner,CASE0233
REL01632,P01555,P00728,associate,CASE0225
REL01633,P00776,P01919,tenant,CASE0042
REL01634,P01699,P00089,employer,CASE0184
REL01635,P00448,P00502,employer,CASE0016
REL01636,P00865,P01564,employer,CASE0159
REL01637,P00207,P00062,business_partner,CASE0035
REL01638,P01386,P00728,business_partner,CASE0208
REL01639,P01233,P01509,tenant,CASE0123
REL01640,P00441,P01765,family,CASE0203
REL01641,P00210,P01765,employer,CASE0039
REL01642,P01919,P01386,family,CASE0055
REL01643,P00062,P01331,tenant,CASE0171
REL01644,P00066,P01752,family,CASE0094
REL01645,P00779,P01509,tenant,CASE0143
REL01646,P01131,P00190,business_partner,CASE0199
REL01647,P00334,P00210,tenant,CASE0044
REL01648,P00467,P01781,employer,CASE0067
REL01649,P00865,P00866,employer,CASE0015
REL01650,P00593,P01709,business_partner,CASE0142
REL01651,P01467,P00542,business_partner,CASE0064
REL01652,P00319,P01355,business_partner,CASE0185
REL01653,P01781,P00458,business_partner,CASE0115
REL01654,P01288,P01736,tenant,CASE0068
REL01655,P01150,P01961,facilitator,CASE0029
REL01656,P00779,P01709,business_partner,CASE0029
REL01657,P00776,P01495,employer,CASE0001
REL01658,P01584,P00759,business_partner,CASE0199
REL01659,P00179,P00458,business_partner,CASE0090
REL01660,P00467,P00066,business_partner,CASE0185
REL01661,P00759,P01564,family,CASE0062
REL01662,P01736,P00705,employer,CASE0108
REL01663,P01752,P00779,employer,CASE0199
REL01664,P00286,P01035,facilitator,CASE0048
REL01665,P00759,P01919,employer,CASE0044
REL01666,P00866,P00759,tenant,CASE0086
REL01667,P01437,P00865,family,CASE0170
REL01668,P00736,P00866,facilitator,CASE0012
REL01669,P01288,P00190,associate,CASE0144
REL01670,P00728,P01117,tenant,CASE0210
REL01671,P01267,P00094,associate,CASE0079
REL01672,P00759,P01443,tenant,CASE0190
REL01673,P01288,P01438,family,CASE0071
REL01674,P00179,P01467,tenant,CASE0102
REL01675,P00162,P01131,facilitator,CASE0106
REL01676,P00593,P00564,family,CASE0034
REL01677,P01495,P00014,employer,CASE0105
REL01678,P00728,P01386,family,CASE0065
REL01679,P01752,P00593,facilitator,CASE0137
REL01680,P01443,P01288,employer,CASE0231
REL01681,P01183,P01781,business_partner,CASE0146
REL01682,P01386,P00741,business_partner,CASE0192
REL01683,P01331,P00759,associate,CASE0103
REL01684,P01183,P01653,tenant,CASE0204
REL01685,P00162,P00542,business_partner,CASE0112
REL01686,P00564,P01658,tenant,CASE0239
REL01687,P00601,P01564,business_partner,CASE0206
REL01688,P01443,P01467,family,CASE0068
REL01689,P01373,P01564,business_partner,CASE0153
REL01690,P01889,P01765,facilitator,CASE0213
REL01691,P01653,P00210,associate,CASE0112
REL01692,P00179,P00748,facilitator,CASE0059
REL01693,P00570,P00458,family,CASE0104
REL01694,P00865,P01207,associate,CASE0172
REL01695,P00394,P01373,facilitator,CASE0187
REL01696,P01310,P00179,associate,CASE0176
REL01697,P01117,P01437,associate,CASE0005
REL01698,P01302,P00542,tenant,CASE0225
REL01699,P00256,P00690,associate,CASE0128
REL01700,P01430,P00593,employer,CASE0175
REL01701,P01889,P00779,family,CASE0213
REL01702,P00408,P00748,employer,CASE0102
REL01703,P00334,P01509,business_partner,CASE0045
REL01704,P01658,P00448,associate,CASE0177
REL01705,P00776,P00458,associate,CASE0089
REL01706,P00179,P00467,family,CASE0127
REL01707,P00052,P01267,employer,CASE0212
REL01708,P00408,P00728,facilitator,CASE0176
REL01709,P00690,P00920,employer,CASE0040
REL01710,P00334,P00467,associate,CASE0139
REL01711,P01288,P00865,associate,CASE0086
REL01712,P01302,P01430,family,CASE0085
REL01713,P00094,P01207,associate,CASE0049
REL01714,P00430,P00441,tenant,CASE0193
REL01715,P00741,P01467,facilitator,CASE0119
REL01716,P00705,P00229,family,CASE0217
REL01717,P00776,P01919,employer,CASE0149
REL01718,P00865,P00779,tenant,CASE0054
REL01719,P00179,P00697,tenant,CASE0023
REL01720,P01828,P01150,associate,CASE0119
REL01721,P01207,P00759,facilitator,CASE0120
REL01722,P01781,P00570,associate,CASE0159
REL01723,P00458,P00865,facilitator,CASE0001
REL01724,P00408,P00690,family,CASE0009
REL01725,P00164,P00190,tenant,CASE0113
REL01726,P01658,P00066,family,CASE0082
REL01727,P01889,P00865,family,CASE0056
REL01728,P00860,P00697,associate,CASE0105
REL01729,P01814,P00448,tenant,CASE0106
REL01730,P00448,P01035,associate,CASE0236
REL01731,P00779,P01210,business_partner,CASE0122
REL01732,P00089,P01961,employer,CASE0106
REL01733,P01207,P00094,family,CASE0022
REL01734,P00089,P01736,business_partner,CASE0031
REL01735,P00207,P00179,facilitator,CASE0044
REL01736,P01233,P01775,employer,CASE0112
REL01737,P01961,P00199,family,CASE0131
REL01738,P00920,P01993,employer,CASE0037
REL01739,P01438,P00458,facilitator,CASE0143
REL01740,P01584,P01814,family,CASE0175
REL01741,P01653,P00759,tenant,CASE0230
REL01742,P01099,P00741,business_partner,CASE0138
REL01743,P01752,P00162,family,CASE0229
REL01744,P01267,P00564,tenant,CASE0235
REL01745,P01653,P00728,facilitator,CASE0086
REL01746,P00066,P00728,employer,CASE0064
REL01747,P00779,P01752,family,CASE0209
REL01748,P00014,P01709,employer,CASE0114
REL01749,P01302,P01117,family,CASE0144
REL01750,P00601,P00164,associate,CASE0007
REL01751,P01555,P01117,family,CASE0170
REL01752,P00697,P00286,tenant,CASE0071
REL01753,P00860,P01961,business_partner,CASE0193
REL01754,P00164,P01814,associate,CASE0209
REL01755,P01233,P00207,family,CASE0146
REL01756,P00430,P01355,employer,CASE0056
REL01757,P00143,P01961,tenant,CASE0173
REL01758,P00776,P01267,family,CASE0192
REL01759,P00748,P01437,family,CASE0159
REL01760,P01302,P00286,tenant,CASE0031
REL01761,P00327,P00286,tenant,CASE0017
REL01762,P01035,P01814,associate,CASE0174
REL01763,P01331,P00334,facilitator,CASE0055
REL01764,P00448,P01993,family,CASE0146
REL01765,P00542,P01651,associate,CASE0148
REL01766,P00570,P00865,associate,CASE0180
REL01767,P00014,P01210,tenant,CASE0167
REL01768,P00736,P00199,tenant,CASE0194
REL01769,P01919,P00199,business_partner,CASE0184
REL01770,P01150,P01775,employer,CASE0093
REL01771,P00066,P00564,associate,CASE0028
REL01772,P01517,P00052,business_partner,CASE0002
REL01773,P01237,P01302,family,CASE0030
REL01774,P00334,P00866,tenant,CASE0044
REL01775,P00256,P01775,family,CASE0148
REL01776,P01035,P00929,tenant,CASE0124
REL01777,P01653,P00229,tenant,CASE0054
REL01778,P00929,P00502,associate,CASE0187
REL01779,P01210,P01288,employer,CASE0140
REL01780,P00143,P01373,facilitator,CASE0130
REL01781,P01736,P01302,tenant,CASE0033
REL01782,P01584,P00452,tenant,CASE0218
REL01783,P00143,P01775,associate,CASE0236
REL01784,P00759,P00286,family,CASE0061
REL01785,P01288,P01437,family,CASE0231
REL01786,P00601,P00164,facilitator,CASE0042
REL01787,P01555,P00779,employer,CASE0050
REL01788,P01150,P00542,employer,CASE0239
REL01789,P00920,P00286,employer,CASE0108
REL01790,P00162,P01288,business_partner,CASE0186
REL01791,P00089,P01828,facilitator,CASE0128
REL01792,P01736,P00094,tenant,CASE0187
REL01793,P01237,P01653,family,CASE0118
REL01794,P00162,P00192,employer,CASE0019
REL01795,P01233,P00542,associate,CASE0063
REL01796,P00776,P01709,facilitator,CASE0040
REL01797,P01131,P00014,associate,CASE0136
REL01798,P01889,P01207,tenant,CASE0003
REL01799,P00452,P00408,business_partner,CASE0002
REL01800,P01699,P01993,tenant,CASE0124
REL01801,P00199,P00941,family,CASE0136
REL01802,P00477,P00570,employer,CASE0087
REL01803,P00697,P01331,associate,CASE0002
REL01804,P00286,P01509,associate,CASE0070
REL01805,P01099,P01237,family,CASE0105
REL01806,P00052,P01355,tenant,CASE0108
REL01807,P00143,P00164,employer,CASE0007
REL01808,P01210,P00256,family,CASE0054
REL01809,P01288,P01961,tenant,CASE0115
REL01810,P00066,P01355,tenant,CASE0187
REL01811,P00741,P00286,facilitator,CASE0213
REL01812,P00089,P01519,facilitator,CASE0157
REL01813,P01752,P01288,associate,CASE0192
REL01814,P00207,P01555,business_partner,CASE0159
REL01815,P00094,P01564,associate,CASE0234
REL01816,P00190,P01775,tenant,CASE0115
REL01817,P01993,P00190,associate,CASE0207
REL01818,P01495,P00207,family,CASE0163
REL01819,P00941,P01781,facilitator,CASE0113
REL01820,P00866,P00164,tenant,CASE0030
REL01821,P01386,P00334,tenant,CASE0178
REL01822,P01709,P00430,facilitator,CASE0023
REL01823,P00052,P01709,family,CASE0026
REL01824,P01437,P00448,tenant,CASE0190
REL01825,P01386,P01519,facilitator,CASE0019
REL01826,P00052,P01699,family,CASE0083
REL01827,P01210,P00697,associate,CASE0047
REL01828,P00452,P00162,business_partner,CASE0235
REL01829,P01651,P01237,employer,CASE0001
REL01830,P01233,P00458,family,CASE0239
REL01831,P00014,P00164,facilitator,CASE0159
REL01832,P00408,P01373,employer,CASE0162
REL01833,P01564,P00256,tenant,CASE0019
REL01834,P00502,P00207,facilitator,CASE0011
REL01835,P00458,P00190,employer,CASE0050
REL01836,P00062,P01519,tenant,CASE0140
REL01837,P00593,P01814,associate,CASE0129
REL01838,P01035,P00448,associate,CASE0189
REL01839,P01736,P01699,tenant,CASE0161
REL01840,P00502,P00920,business_partner,CASE0171
REL01841,P00705,P01386,tenant,CASE0088
REL01842,P01035,P01443,family,CASE0071
REL01843,P00547,P00066,employer,CASE0129
REL01844,P01331,P00728,tenant,CASE0108
REL01845,P01653,P00199,facilitator,CASE0182
REL01846,P01331,P01467,family,CASE0204
REL01847,P00210,P01430,family,CASE0150
REL01848,P00441,P00179,tenant,CASE0219
REL01849,P01709,P01288,family,CASE0110
REL01850,P01584,P00448,associate,CASE0049
REL01851,P00741,P01467,tenant,CASE0230
