ownership_id,asset_type,asset_id,person_id,valid_from,valid_to
OWN01046,vehicle,V00485,P01268,2020-02-26,
OWN01047,phone,PH02556,P01766,2022-11-25,
OWN01048,vehicle,V00211,P00418,2019-04-05,
OWN01049,phone,PH01465,P01183,2024-02-03,
OWN01050,bank_account,A01725,P00932,2021-07-26,
OWN01051,bank_account,A02200,P00376,2019-03-30,
OWN01052,bank_account,A00749,P00331,2024-05-19,
OWN01053,vehicle,V00217,P00929,2018-06-09,
OWN01054,bank_account,A01979,P01797,2020-02-14,
OWN01055,bank_account,A00982,P00417,2025-07-26,
OWN01056,vehicle,V00033,P01786,2022-02-12,
OWN01057,phone,PH01156,P00736,2022-10-05,
OWN01058,vehicle,V00805,P00866,2024-06-29,
OWN01059,vehicle,V00495,P00846,2020-10-27,
OWN01060,bank_account,A01260,P00570,2025-12-11,
OWN01061,bank_account,A00015,P01270,2023-06-08,
OWN01062,phone,PH02748,P01514,2023-01-12,
OWN01063,vehicle,V00263,P01421,2023-01-11,
OWN01064,bank_account,A00900,P01658,2021-10-02,
OWN01065,vehicle,V00459,P01054,2024-10-08,
OWN01066,bank_account,A00639,P00472,2022-03-09,
OWN01067,phone,PH02072,P00915,2021-03-07,
OWN01068,vehicle,V00196,P00047,2024-04-08,
OWN01069,phone,PH01559,P00794,2021-05-09,
OWN01070,vehicle,V00058,P01637,2020-06-23,
OWN01071,phone,PH01221,P01709,2025-02-28,
OWN01072,vehicle,V00553,P00334,2020-06-22,
OWN01073,vehicle,V00447,P01299,2024-03-07,
OWN01074,phone,PH02594,P00349,2018-11-30,
OWN01075,vehicle,V00826,P00562,2021-12-03,
OWN01076,phone,PH01669,P00749,2019-04-16,
OWN01077,phone,PH00229,P01509,2019-07-24,
OWN01078,vehicle,V00523,P01429,2019-04-28,
OWN01079,bank_account,A02057,P00474,2024-10-08,
OWN01080,phone,PH00868,P00618,2023-11-11,
OWN01081,phone,PH00181,P01035,2019-02-03,
OWN01082,bank_account,A02023,P01880,2019-04-02,
OWN01083,bank_account,A01464,P01245,2022-01-31,
OWN01084,vehicle,V00170,P00410,2019-07-18,
OWN01085,vehicle,V00182,P01833,2020-08-29,
OWN01086,vehicle,V00303,P00334,2022-07-09,
OWN01087,phone,PH00485,P01961,2020-09-10,
OWN01088,phone,PH00573,P00541,2022-11-04,
OWN01089,phone,PH00154,P00255,2025-06-02,
OWN01090,phone,PH00393,P00145,2022-02-26,
OWN01091,bank_account,A01569,P01718,2022-07-23,
OWN01092,vehicle,V00099,P00719,2025-04-10,
OWN01093,vehicle,V00358,P01432,2025-01-18,
OWN01094,phone,PH02242,P00705,2021-01-15,
OWN01095,vehicle,V00639,P01036,2023-07-15,
OWN01096,phone,PH00574,P00574,2025-11-25,
OWN01097,vehicle,V00760,P00418,2022-08-29,
OWN01098,vehicle,V00444,P01131,2022-10-07,
OWN01099,phone,PH00239,P01950,2018-12-06,
OWN01100,vehicle,V00410,P00934,2020-01-05,
OWN01101,phone,PH01096,P01598,2019-10-21,
OWN01102,vehicle,V00473,P00127,2018-02-26,
OWN01103,bank_account,A00421,P01329,2020-08-12,
OWN01104,phone,PH02101,P00370,2023-01-16,
OWN01105,phone,PH00060,P01256,2024-02-12,
OWN01106,vehicle,V00832,P01667,2020-07-05,
OWN01107,vehicle,V00208,P01584,2020-09-17,
OWN01108,bank_account,A01365,P00411,2019-02-02,
OWN01109,phone,PH00368,P01740,2025-09-13,
OWN01110,phone,PH00503,P01495,2022-03-16,
OWN01111,bank_account,A00689,P00564,2018-06-20,
OWN01112,vehicle,V00491,P00662,2018-04-30,
OWN01113,vehicle,V00501,P01138,2022-01-25,
OWN01114,bank_account,A00605,P00455,2023-04-15,
OWN01115,vehicle,V00384,P01480,2019-08-18,
OWN01116,phone,PH00881,P01864,2024-10-23,
OWN01117,bank_account,A01357,P01648,2021-07-28,
OWN01118,vehicle,V00463,P00321,2019-08-30,
OWN01119,phone,PH02409,P00367,2020-08-06,
OWN01120,vehicle,V00030,P00587,2019-01-13,
OWN01121,phone,PH02101,P00370,2025-01-17,
OWN01122,bank_account,A01067,P00293,2020-11-28,
OWN01123,phone,PH02418,P00182,2021-04-26,
OWN01124,bank_account,A00947,P01355,2019-12-05,
OWN01125,bank_account,A01075,P01067,2022-03-30,
OWN01126,bank_account,A00738,P00085,2021-08-18,
OWN01127,bank_account,A01962,P00919,2018-06-03,
OWN01128,vehicle,V00846,P01777,2024-01-20,
OWN01129,phone,PH01879,P00298,2023-04-21,
OWN01130,phone,PH02237,P00410,2022-02-16,
OWN01131,phone,PH00841,P00780,2023-07-31,
OWN01132,bank_account,A00769,P00946,2022-07-19,
OWN01133,bank_account,A00343,P00334,2024-01-29,
OWN01134,vehicle,V00622,P01699,2022-01-21,
OWN01135,bank_account,A01464,P01245,2018-07-05,
OWN01136,vehicle,V00575,P01806,2019-12-13,
OWN01137,bank_account,A02105,P00696,2022-06-25,
OWN01138,vehicle,V00755,P01216,2020-12-08,
OWN01139,vehicle,V00574,P01102,2023-03-03,
OWN01140,bank_account,A00470,P01898,2023-05-09,
OWN01141,phone,PH01344,P00024,2020-07-19,
OWN01142,vehicle,V00724,P01178,2021-06-07,
OWN01143,bank_account,A01409,P00765,2025-10-06,
OWN01144,phone,PH00570,P01512,2022-06-03,
OWN01145,bank_account,A01884,P00585,2025-12-16,
OWN01146,vehicle,V00230,P01632,2024-02-11,
OWN01147,phone,PH02507,P00417,2024-11-10,
OWN01148,bank_account,A01656,P00753,2022-10-10,
OWN01149,bank_account,A01738,P01287,2018-07-11,
OWN01150,phone,PH00193,P00234,2019-05-24,
OWN01151,vehicle,V00408,P00203,2023-09-26,
OWN01152,bank_account,A02156,P00576,2019-06-03,
OWN01153,bank_account,A01797,P00782,2023-11-19,
OWN01154,vehicle,V00768,P01672,2022-11-11,
OWN01155,bank_account,A01818,P01809,2024-08-03,
OWN01156,phone,PH01161,P00223,2021-09-09,
OWN01157,bank_account,A02191,P01751,2023-03-11,
OWN01158,vehicle,V00822,P01034,2023-05-21,
OWN01159,phone,PH00533,P00876,2021-12-20,
OWN01160,vehicle,V00346,P01448,2020-04-22,
OWN01161,phone,PH01345,P00001,2021-02-19,
OWN01162,vehicle,V00041,P01902,2024-10-30,
OWN01163,bank_account,A00794,P01511,2024-05-30,
OWN01164,vehicle,V00563,P00211,2020-05-05,
OWN01165,phone,PH00852,P00842,2021-05-15,
OWN01166,phone,PH02268,P00054,2023-02-01,
OWN01167,bank_account,A01332,P01515,2020-10-02,
OWN01168,vehicle,V00319,P00776,2025-07-19,
OWN01169,vehicle,V00495,P00846,2022-10-24,
OWN01170,phone,PH02178,P00515,2024-03-01,
OWN01171,bank_account,A01973,P01980,2018-01-20,
OWN01172,bank_account,A00688,P00939,2024-04-21,
OWN01173,vehicle,V00535,P01020,2022-10-28,
OWN01174,bank_account,A00511,P00052,2019-03-21,
OWN01175,bank_account,A00370,P00280,2018-11-08,
OWN01176,bank_account,A02211,P00794,2020-09-12,
OWN01177,bank_account,A02189,P00148,2020-11-01,
OWN01178,phone,PH00844,P00072,2023-02-14,
OWN01179,bank_account,A00669,P00524,2025-03-05,
OWN01180,bank_account,A01515,P00031,2021-09-23,
OWN01181,bank_account,A02217,P01699,2024-04-25,
OWN01182,vehicle,V00726,P00534,2020-12-13,
OWN01183,phone,PH02460,P00045,2020-12-07,
OWN01184,bank_account,A00537,P00448,2020-09-18,
OWN01185,vehicle,V00218,P00244,2018-07-06,
OWN01186,bank_account,A00023,P01005,2018-06-03,
OWN01187,phone,PH00151,P00199,2020-01-10,
OWN01188,bank_account,A02241,P01808,2018-12-07,
OWN01189,phone,PH01854,P01967,2020-04-27,
OWN01190,phone,PH00713,P00103,2021-09-08,
OWN01191,bank_account,A00197,P01235,2018-01-29,
OWN01192,bank_account,A00367,P00430,2018-06-15,
OWN01193,phone,PH00302,P01409,2019-03-08,
OWN01194,bank_account,A00191,P01729,2021-10-18,
OWN01195,bank_account,A00583,P00742,2023-01-21,
OWN01196,bank_account,A01244,P01810,2024-11-14,
OWN01197,bank_account,A01153,P01304,2024-05-27,
OWN01198,vehicle,V00261,P01778,2021-04-02,
OWN01199,phone,PH00727,P00240,2021-06-14,
OWN01200,bank_account,A01585,P00714,2020-06-02,
OWN01201,phone,PH02042,P00995,2021-04-13,
OWN01202,phone,PH02233,P01255,2021-04-25,
OWN01203,phone,PH02579,P00618,2018-09-29,
OWN01204,bank_account,A01640,P01345,2025-05-18,
OWN01205,phone,PH01046,P01724,2020-11-07,
OWN01206,bank_account,A01492,P00430,2020-09-03,
OWN01207,vehicle,V00801,P01672,2022-01-04,
OWN01208,phone,PH01704,P00769,2025-08-20,
OWN01209,phone,PH02589,P00374,2022-03-16,
OWN01210,bank_account,A00221,P01998,2021-02-11,
OWN01211,vehicle,V00005,P01690,2021-10-05,
OWN01212,phone,PH00691,P01173,2023-01-12,
OWN01213,bank_account,A01995,P00616,2022-10-27,
OWN01214,phone,PH00448,P00865,2018-09-08,
OWN01215,vehicle,V00730,P01064,2021-08-17,
OWN01216,phone,PH00335,P01136,2025-08-28,
OWN01217,vehicle,V00514,P01737,2022-05-16,
OWN01218,vehicle,V00239,P01331,2018-09-16,
OWN01219,vehicle,V00329,P00301,2023-09-21,
OWN01220,phone,PH02703,P01467,2025-06-30,
OWN01221,phone,PH01019,P00737,2018-12-06,
OWN01222,vehicle,V00138,P00369,2019-10-17,
OWN01223,vehicle,V00174,P01205,2023-10-16,
OWN01224,bank_account,A01327,P01851,2019-09-03,
OWN01225,phone,PH00607,P01231,2018-04-18,
OWN01226,bank_account,A00375,P00061,2019-07-30,
OWN01227,bank_account,A02038,P01596,2025-09-19,
OWN01228,bank_account,A01278,P00430,2023-02-28,
OWN01229,bank_account,A00988,P01685,2023-01-21,
OWN01230,phone,PH02461,P00586,2018-06-11,
OWN01231,phone,PH00397,P00593,2018-10-16,
OWN01232,phone,PH02100,P01213,2020-04-15,
OWN01233,phone,PH00404,P00121,2024-12-03,
OWN01234,bank_account,A02030,P00804,2019-03-12,
OWN01235,phone,PH01067,P01346,2023-12-26,
OWN01236,vehicle,V00403,P00375,2024-02-28,
OWN01237,vehicle,V00499,P00387,2023-05-15,
OWN01238,bank_account,A01497,P00903,2019-05-24,
OWN01239,vehicle,V00563,P00211,2025-01-26,
OWN01240,bank_account,A00177,P01923,2022-07-11,
OWN01241,phone,PH01653,P00678,2025-01-15,
OWN01242,bank_account,A00350,P01703,2024-11-19,
OWN01243,vehicle,V00270,P00363,2019-04-17,
OWN01244,phone,PH02223,P00545,2019-07-13,
OWN01245,bank_account,A00327,P00777,2023-01-13,
OWN01246,vehicle,V00624,P00111,2025-10-20,
OWN01247,bank_account,A02245,P01680,2018-05-11,
OWN01248,bank_account,A01147,P00217,2022-12-01,
OWN01249,bank_account,A00292,P00169,2023-01-26,
OWN01250,bank_account,A00275,P00309,2022-02-11,
OWN01251,phone,PH02662,P01658,2018-02-23,
OWN01252,phone,PH01533,P00342,2023-02-23,
OWN01253,phone,PH02354,P00705,2024-02-22,
OWN01254,vehicle,V00459,P01054,2018-01-27,
OWN01255,vehicle,V00306,P01805,2024-05-15,
OWN01256,vehicle,V00230,P01632,2023-05-11,
OWN01257,bank_account,A01063,P00001,2022-01-09,
OWN01258,bank_account,A02077,P00143,2025-10-15,
OWN01259,phone,PH00355,P01670,2024-12-22,
OWN01260,vehicle,V00692,P00937,2024-03-17,
OWN01261,phone,PH02278,P01514,2024-09-25,
OWN01262,bank_account,A00473,P00873,2020-05-31,
OWN01263,vehicle,V00375,P00973,2018-01-31,
OWN01264,vehicle,V00421,P01797,2023-06-15,
OWN01265,bank_account,A01270,P00989,2023-06-16,
OWN01266,bank_account,A00656,P00139,2018-02-20,
OWN01267,phone,PH01146,P01331,2020-04-14,
OWN01268,vehicle,V00312,P00893,2025-10-24,
OWN01269,phone,PH02143,P01835,2024-05-09,
OWN01270,vehicle,V00595,P01837,2025-01-06,
OWN01271,vehicle,V00148,P00705,2023-12-31,
OWN01272,vehicle,V00170,P00410,2025-12-18,
OWN01273,bank_account,A00764,P00819,2024-07-15,
OWN01274,vehicle,V00140,P01805,2023-11-28,
OWN01275,phone,PH02622,P00125,2025-11-05,
OWN01276,bank_account,A00047,P01047,2020-06-18,
OWN01277,phone,PH02717,P01118,2023-06-01,
OWN01278,vehicle,V00545,P00255,2024-01-19,
OWN01279,vehicle,V00239,P01331,2019-07-02,
OWN01280,bank_account,A00369,P00311,2019-08-07,
OWN01281,bank_account,A01960,P00514,2025-05-08,
OWN01282,bank_account,A00154,P01495,2022-01-30,
OWN01283,vehicle,V00138,P00369,2019-04-29,
OWN01284,vehicle,V00257,P00920,2018-12-06,
OWN01285,vehicle,V00779,P01916,2021-05-24,
OWN01286,phone,PH00771,P00436,2019-07-24,
OWN01287,vehicle,V00532,P01781,2022-09-17,
OWN01288,bank_account,A01160,P00603,2020-09-23,
OWN01289,bank_account,A00898,P01122,2018-03-20,
OWN01290,vehicle,V00009,P00919,2021-09-19,
OWN01291,bank_account,A01997,P00677,2021-03-09,
OWN01292,bank_account,A01296,P01081,2019-04-13,
OWN01293,vehicle,V00501,P01138,2019-06-04,
OWN01294,vehicle,V00804,P00094,2023-01-23,
OWN01295,phone,PH01523,P01674,2022-10-22,
OWN01296,bank_account,A01924,P00683,2021-07-21,
OWN01297,vehicle,V00021,P00327,2024-06-19,
OWN01298,phone,PH01617,P00154,2022-11-16,
OWN01299,vehicle,V00263,P01421,2021-09-17,
OWN01300,bank_account,A00102,P00705,2018-12-20,
OWN01301,vehicle,V00302,P00434,2020-05-07,
OWN01302,bank_account,A00561,P01628,2024-02-13,
OWN01303,phone,PH01855,P01625,2018-01-31,
OWN01304,phone,PH02655,P01623,2020-06-22,
OWN01305,phone,PH01384,P00199,2025-05-23,
OWN01306,vehicle,V00068,P00091,2024-03-31,
OWN01307,phone,PH01425,P00560,2024-08-23,
OWN01308,phone,PH01807,P01387,2022-02-23,
OWN01309,vehicle,V00482,P01155,2025-12-28,
OWN01310,bank_account,A01546,P01458,2018-09-15,
OWN01311,bank_account,A00626,P00400,2020-01-09,
OWN01312,vehicle,V00660,P01087,2023-10-26,
OWN01313,bank_account,A01853,P01084,2021-03-22,
OWN01314,vehicle,V00163,P00636,2021-05-08,
OWN01315,bank_account,A00205,P00588,2025-07-25,
OWN01316,bank_account,A00350,P01703,2018-09-18,
OWN01317,bank_account,A01767,P01828,2020-01-18,
OWN01318,phone,PH00956,P01432,2021-04-20,
OWN01319,phone,PH01531,P00724,2019-08-09,
OWN01320,vehicle,V00537,P00609,2021-09-11,
OWN01321,phone,PH00151,P00199,2025-06-15,
OWN01322,vehicle,V00063,P00311,2019-01-08,
OWN01323,bank_account,A00864,P00772,2024-08-21,
OWN01324,bank_account,A00508,P01112,2023-09-27,
OWN01325,vehicle,V00767,P01977,2022-09-28,
OWN01326,bank_account,A01827,P00394,2022-06-27,
OWN01327,phone,PH01004,P00184,2020-02-12,
OWN01328,bank_account,A00550,P01520,2019-12-19,
OWN01329,phone,PH01737,P01737,2020-08-08,
OWN01330,bank_account,A01378,P00785,2022-07-18,
OWN01331,vehicle,V00262,P00326,2025-08-27,
OWN01332,bank_account,A00319,P00280,2024-12-21,
OWN01333,vehicle,V00038,P00165,2020-09-27,
OWN01334,bank_account,A00062,P00814,2019-10-31,
OWN01335,phone,PH01979,P01573,2024-09-28,
OWN01336,phone,PH01192,P01815,2025-06-14,
OWN01337,vehicle,V00042,P01504,2018-12-15,
OWN01338,phone,PH02538,P01912,2023-03-23,
OWN01339,vehicle,V00527,P01022,2022-01-11,
OWN01340,phone,PH01095,P01569,2020-07-10,
OWN01341,phone,PH00360,P01396,2023-05-07,
OWN01342,phone,PH00993,P01679,2022-11-15,
OWN01343,vehicle,V00737,P00430,2019-12-23,
OWN01344,phone,PH00868,P00618,2024-12-08,
OWN01345,phone,PH00256,P01103,2021-02-22,
OWN01346,phone,PH02363,P01642,2021-04-12,
OWN01347,bank_account,A00344,P00210,2024-08-19,
OWN01348,vehicle,V00753,P00399,2025-05-31,
OWN01349,vehicle,V00776,P01605,2022-12-19,
OWN01350,bank_account,A00467,P00107,2018-01-30,
OWN01351,vehicle,V00732,P01964,2025-09-09,
OWN01352,vehicle,V00270,P00363,2020-01-07,
OWN01353,bank_account,A00606,P00121,2021-06-02,
OWN01354,phone,PH00432,P01736,2020-05-30,
OWN01355,phone,PH01072,P00647,2019-11-15,
OWN01356,bank_account,A00585,P01487,2023-05-24,
OWN01357,phone,PH01056,P01780,2024-02-06,
OWN01358,vehicle,V00192,P00006,2022-11-19,
OWN01359,vehicle,V00108,P00827,2021-03-10,
OWN01360,phone,PH02238,P00264,2020-07-12,
OWN01361,phone,PH00172,P01463,2024-08-20,
OWN01362,phone,PH01277,P00031,2018-04-04,
OWN01363,bank_account,A01971,P01505,2020-08-31,
OWN01364,phone,PH01618,P00564,2018-03-22,
OWN01365,bank_account,A01627,P00895,2021-06-30,
OWN01366,vehicle,V00708,P01575,2020-04-16,
OWN01367,bank_account,A00885,P00374,2019-01-18,
OWN01368,phone,PH00914,P00152,2023-06-10,
OWN01369,bank_account,A00009,P00719,2023-04-19,
OWN01370,vehicle,V00245,P01479,2021-10-02,
OWN01371,vehicle,V00302,P00434,2018-07-14,
OWN01372,bank_account,A00337,P00860,2023-03-04,
OWN01373,vehicle,V00177,P01330,2019-05-15,
OWN01374,bank_account,A01467,P00897,2019-02-11,
OWN01375,phone,PH00152,P00096,2020-08-25,
OWN01376,phone,PH00957,P00132,2024-01-09,
OWN01377,phone,PH02609,P01500,2018-01-18,
OWN01378,vehicle,V00178,P01118,2019-12-22,
OWN01379,phone,PH01303,P01657,2018-04-04,
OWN01380,vehicle,V00451,P01743,2022-08-13,
OWN01381,phone,PH01924,P01446,2022-03-01,
OWN01382,phone,PH01258,P01654,2024-04-21,
OWN01383,vehicle,V00475,P00375,2023-12-24,
OWN01384,phone,PH02598,P01960,2020-05-30,
OWN01385,vehicle,V00689,P00528,2020-09-09,
OWN01386,phone,PH01773,P00921,2022-02-02,
OWN01387,bank_account,A01280,P01681,2023-04-08,
OWN01388,bank_account,A02117,P01981,2020-01-24,
OWN01389,vehicle,V00742,P00914,2024-04-01,
OWN01390,phone,PH02548,P01283,2023-02-10,
OWN01391,phone,PH01844,P00456,2021-10-06,
OWN01392,phone,PH01912,P01851,2025-01-30,
OWN01393,vehicle,V00416,P01139,2018-02-13,
OWN01394,vehicle,V00170,P00410,2021-02-20,
OWN01395,bank_account,A00840,P00536,2024-08-22,
OWN01396,vehicle,V00504,P00369,2019-05-13,
OWN01397,vehicle,V00327,P01210,2021-10-29,
OWN01398,vehicle,V00271,P00258,2025-06-21,
OWN01399,phone,PH01433,P00662,2019-10-15,
OWN01400,bank_account,A01539,P01655,2025-10-09,
OWN01401,vehicle,V00034,P01467,2022-06-26,
OWN01402,vehicle,V00046,P01485,2024-09-03,
OWN01403,vehicle,V00523,P01429,2023-01-30,
OWN01404,bank_account,A01041,P01531,2018-01-17,
OWN01405,bank_account,A00313,P00882,2022-10-04,
OWN01406,vehicle,V00091,P00904,2025-05-17,
OWN01407,vehicle,V00799,P01308,2022-12-04,
OWN01408,vehicle,V00560,P00916,2021-11-29,
OWN01409,phone,PH01612,P00706,2022-08-14,
OWN01410,bank_account,A01215,P00871,2020-09-10,
OWN01411,vehicle,V00089,P00179,2022-05-24,
OWN01412,bank_account,A00264,P00498,2024-05-04,
OWN01413,phone,PH01170,P00370,2023-04-08,
OWN01414,bank_account,A00810,P01954,2024-01-22,
OWN01415,phone,PH01566,P00311,2025-06-08,
OWN01416,vehicle,V00378,P01712,2020-10-02,
OWN01417,bank_account,A00125,P01693,2023-06-16,
OWN01418,phone,PH02698,P00595,2018-11-29,
OWN01419,phone,PH02507,P00417,2019-09-12,
OWN01420,bank_account,A02232,P01371,2022-05-16,
OWN01421,phone,PH02533,P00087,2021-02-03,
OWN01422,vehicle,V00197,P00243,2021-11-15,
OWN01423,bank_account,A01937,P01271,2019-12-09,
OWN01424,bank_account,A01635,P01144,2024-06-02,
OWN01425,vehicle,V00543,P00392,2022-11-02,
OWN01426,bank_account,A02129,P00427,2022-09-30,
OWN01427,phone,PH00396,P00196,2022-12-25,
OWN01428,vehicle,V00168,P01838,2019-06-20,
OWN01429,phone,PH00390,P01819,2020-03-29,
OWN01430,phone,PH00422,P00547,2018-11-05,
OWN01431,bank_account,A00728,P00076,2025-09-25,
OWN01432,vehicle,V00248,P01126,2020-04-20,
OWN01433,phone,PH01122,P00190,2025-07-03,
OWN01434,vehicle,V00278,P00041,2023-05-18,
OWN01435,vehicle,V00001,P01782,2025-03-07,
OWN01436,vehicle,V00133,P01034,2024-06-11,
OWN01437,phone,PH00299,P00013,2025-03-26,
OWN01438,bank_account,A00506,P01554,2019-06-30,
OWN01439,vehicle,V00601,P01144,2021-03-21,
OWN01440,vehicle,V00821,P00461,2021-11-06,
OWN01441,bank_account,A01446,P01919,2021-06-30,
OWN01442,phone,PH00508,P00141,2019-10-20,
OWN01443,bank_account,A00783,P01796,2024-01-30,
OWN01444,vehicle,V00246,P01400,2018-05-16,
OWN01445,phone,PH02385,P01380,2019-11-05,
OWN01446,vehicle,V00222,P01384,2019-10-28,
OWN01447,bank_account,A01367,P00871,2023-01-12,
OWN01448,vehicle,V00770,P01403,2021-02-04,
OWN01449,vehicle,V00486,P00909,2022-04-15,
OWN01450,bank_account,A01981,P00556,2024-08-25,
OWN01451,bank_account,A02019,P01321,2024-02-11,
OWN01452,vehicle,V00105,P00511,2019-06-07,
OWN01453,vehicle,V00799,P01308,2021-07-26,
OWN01454,vehicle,V00116,P01151,2025-12-20,
OWN01455,vehicle,V00710,P01149,2023-01-25,
OWN01456,phone,PH01275,P00252,2024-03-15,
OWN01457,phone,PH00030,P01006,2018-07-07,
OWN01458,bank_account,A01679,P01893,2023-02-20,
OWN01459,phone,PH00080,P00139,2025-01-22,
OWN01460,vehicle,V00087,P00203,2022-05-10,
OWN01461,phone,PH02589,P00374,2020-01-19,
OWN01462,vehicle,V00417,P01114,2025-05-28,
OWN01463,phone,PH00145,P00489,2021-06-26,
OWN01464,vehicle,V00849,P00209,2021-08-17,
OWN01465,phone,PH00029,P00237,2025-03-14,
OWN01466,phone,PH00162,P01386,2018-09-08,
OWN01467,phone,PH01848,P01673,2020-04-28,
OWN01468,vehicle,V00117,P00162,2023-09-25,
OWN01469,bank_account,A02069,P00066,2023-06-29,
OWN01470,bank_account,A01005,P01090,2020-03-30,
OWN01471,vehicle,V00470,P00844,2019-11-19,
OWN01472,phone,PH00237,P00692,2018-11-25,
OWN01473,phone,PH00128,P00560,2021-06-15,
OWN01474,phone,PH00012,P01287,2019-12-20,
OWN01475,phone,PH02176,P00099,2020-11-02,
OWN01476,bank_account,A01940,P00490,2019-11-27,
OWN01477,vehicle,V00045,P01163,2021-04-23,
OWN01478,phone,PH00720,P01332,2025-02-18,
OWN01479,vehicle,V00336,P00535,2021-02-15,
OWN01480,vehicle,V00119,P00522,2022-12-06,
OWN01481,vehicle,V00066,P01085,2019-11-22,
OWN01482,bank_account,A00522,P00798,2019-05-19,
OWN01483,bank_account,A00546,P00550,2021-08-02,
OWN01484,vehicle,V00342,P00050,2018-05-13,
OWN01485,bank_account,A02216,P01114,2018-03-22,
OWN01486,phone,PH01960,P00664,2023-05-26,
OWN01487,bank_account,A00220,P00808,2024-12-06,
OWN01488,bank_account,A01454,P00528,2021-07-21,
OWN01489,bank_account,A01209,P01747,2023-02-04,
OWN01490,bank_account,A00152,P00500,2020-05-23,
OWN01491,vehicle,V00453,P01052,2024-11-13,
OWN01492,bank_account,A01125,P00117,2022-03-09,
OWN01493,phone,PH01058,P01206,2023-05-13,
OWN01494,phone,PH01449,P01395,2018-08-16,
OWN01495,phone,PH00055,P00315,2018-05-26,
OWN01496,vehicle,V00731,P00204,2020-12-05,
OWN01497,bank_account,A00508,P01112,2020-09-08,
OWN01498,bank_account,A00723,P00519,2024-04-26,
OWN01499,bank_account,A01267,P00229,2019-11-19,
OWN01500,vehicle,V00338,P01568,2021-09-10,
OWN01501,bank_account,A01516,P01617,2024-02-19,
OWN01502,bank_account,A01592,P00467,2023-04-09,
OWN01503,vehicle,V00841,P00143,2023-05-08,
OWN01504,vehicle,V00272,P01828,2024-08-06,
OWN01505,phone,PH00121,P01881,2019-04-12,
OWN01506,vehicle,V00525,P00153,2023-03-29,
OWN01507,phone,PH00320,P00462,2021-11-28,
OWN01508,bank_account,A01262,P01552,2020-10-29,
OWN01509,vehicle,V00111,P01272,2023-05-01,
OWN01510,bank_account,A01361,P01991,2018-07-18,
OWN01511,phone,PH00094,P01694,2021-03-06,
OWN01512,vehicle,V00039,P01499,2020-04-13,
OWN01513,bank_account,A00811,P00763,2024-08-07,
OWN01514,vehicle,V00359,P00031,2023-06-12,
OWN01515,bank_account,A01897,P01588,2021-08-13,
OWN01516,bank_account,A00541,P00968,2025-07-22,
OWN01517,vehicle,V00314,P01378,2018-07-29,
OWN01518,phone,PH00693,P00210,2018-08-14,
OWN01519,vehicle,V00699,P00276,2021-08-23,
OWN01520,phone,PH01957,P00766,2022-01-17,
OWN01521,bank_account,A00312,P01470,2025-06-24,
OWN01522,bank_account,A01167,P01959,2019-09-24,
OWN01523,bank_account,A00927,P00512,2023-03-29,
OWN01524,vehicle,V00850,P00237,2023-07-04,
OWN01525,vehicle,V00752,P01641,2022-08-29,
OWN01526,vehicle,V00453,P01052,2021-06-26,
OWN01527,vehicle,V00003,P00519,2020-11-23,
OWN01528,vehicle,V00512,P01643,2021-03-13,
OWN01529,vehicle,V00271,P00258,2024-10-25,
OWN01530,vehicle,V00668,P00156,2020-11-11,
OWN01531,phone,PH00336,P01961,2020-02-04,
OWN01532,bank_account,A01709,P00855,2022-01-30,
OWN01533,bank_account,A00517,P01183,2019-09-12,
OWN01534,vehicle,V00183,P01781,2025-11-05,
OWN01535,bank_account,A02027,P00184,2024-05-15,
OWN01536,bank_account,A01114,P00296,2024-03-10,
OWN01537,phone,PH02595,P01001,2019-09-22,
OWN01538,vehicle,V00678,P00489,2020-07-08,
OWN01539,phone,PH01283,P01154,2023-05-12,
OWN01540,phone,PH01946,P00517,2023-12-31,
OWN01541,phone,PH01799,P01598,2021-01-30,
OWN01542,vehicle,V00669,P00034,2025-04-02,
OWN01543,phone,PH00641,P01602,2019-03-31,
OWN01544,bank_account,A00791,P01772,2021-09-07,
OWN01545,phone,PH00809,P01390,2022-06-06,
OWN01546,phone,PH01264,P01744,2019-07-21,
OWN01547,phone,PH02782,P00380,2024-08-20,
OWN01548,phone,PH00537,P00272,2022-08-25,
OWN01549,vehicle,V00673,P00608,2020-01-26,
OWN01550,bank_account,A01166,P01423,2024-02-21,
OWN01551,phone,PH00829,P00281,2021-06-22,
OWN01552,phone,PH01981,P00746,2023-05-03,
OWN01553,vehicle,V00400,P01167,2019-04-27,
OWN01554,bank_account,A01416,P00229,2019-04-15,
OWN01555,phone,PH01206,P01938,2019-01-29,
OWN01556,bank_account,A00909,P00203,2019-03-27,
OWN01557,vehicle,V00471,P00805,2020-03-12,
OWN01558,bank_account,A01354,P01996,2024-10-18,
OWN01559,phone,PH00210,P00697,2022-06-03,
OWN01560,phone,PH01733,P01950,2023-10-06,
OWN01561,phone,PH01984,P01337,2020-12-17,
OWN01562,bank_account,A02107,P01035,2024-05-07,
OWN01563,phone,PH01827,P00634,2024-06-18,
OWN01564,bank_account,A00894,P01423,2018-08-22,
OWN01565,phone,PH01790,P01071,2018-03-21,
OWN01566,phone,PH00523,P00848,2020-06-13,
OWN01567,bank_account,A00059,P00144,2024-06-20,
OWN01568,phone,PH01749,P00871,2018-06-19,
